SignDescription,X_2011NAD83,Y_2011NAD83,MERGE_SRC,Z
R10-3e / Push Button For,1196942.546704143285751,871285.310367479920387,Mach9_SignFace,180.368499999996857
R7-1 / No Parking,1195372.948137298226357,864861.316981896758080,Mach9_SignFace,316.235000000000582
R10-3e / PUSH BUTTON FOR WALK SIGNAL,1195694.732598721981049,865316.405966728925705,Mach9_SignFace,302.753200000006473
R8-3 / No Parking,1194312.329195559024811,863987.033953562378883,Mach9_SignFace,365.964300000006915
R10-3e / Push Button Wait For Walk Signal,1196758.723909050226212,869847.603597223758698,Mach9_SignFace,174.810800000006566
R7-8 / NO STANDING ANYTIME,1177870.676383391022682,909209.358534976840019,Mach9_SignFace,18.783599999995204
R11-2 / WHEN ST EXCEPT LOCAL ACCESS,1196290.453848227858543,868314.783172056078911,Mach9_SignFace,163.213199999998324
D1-1 / ,1196741.057277724146843,869821.984882056713104,Mach9_SignFace,186.584199999997509
R2-1 / ,1177942.643431052565575,909344.361217722296715,Mach9_SignFace,25.494500000000698
R2-1 / SPEED LIMIT 25,1196752.758041724562645,870019.450038313865662,Mach9_SignFace,186.225900000004913
D0-0 / 00332,1195717.221070811152458,865355.843223810195923,Mach9_SignFace,298.796900000001187
R1-1 / STOP,1196753.563814386725426,869699.123579218983650,Mach9_SignFace,177.214200000002165
R7-201a / UNAUTHORIZED VEHICLES WILL BE TOWED AWAY AT OWNER'S EXPENSE NORTHGATE TOWING 206-364-1500 TOWING AND ROAD SERVICE,1193552.819559723138809,863237.842538565397263,Mach9_SignFace,345.682199999995646
D11-4 / ,1201266.675523057579994,885741.958291396498680,Mach9_SignFace,89.611300000004121
D3-1 / ,1198511.531427055597305,875348.514183312654495,Mach9_SignFace,212.483399999997346
"D1-1 / EMERALD CITY
NEXT RIGHT",1199317.285392969846725,877607.812486231327057,Mach9_SignFace,219.984299999996438
R5-1a / Wrong Way,1180191.882042810320854,902795.476677730679512,Mach9_SignFace,288.896599999992759
"D1-1a / EMERALD CITY
THIRD EXIT",1199307.534100145101547,877529.173535898327827,Mach9_SignFace,218.126199999998789
R1-1 / STOP,1199232.438449800014496,880478.345459058880806,Mach9_SignFace,244.977299999998650
"D11-1 / 522
322
372",1202484.723283797502518,887108.642237812280655,Mach9_SignFace,42.714300000006915
D1-1 / ,1199308.780488714575768,877548.725662142038345,Mach9_SignFace,218.394799999994575
"R5-11 / NO TRESPASSING
NO CAMPING OR OVERNIGHT PARKING",1199082.178579717874527,876451.693735480308533,Mach9_SignFace,200.912100000001374
R10-3e / Push Button Wait For Walk Signal,1202461.928709968924522,887099.116994395852089,Mach9_SignFace,38.123000000006869
M1-4 / ,1202285.897894054651260,887055.839193806052208,Mach9_SignFace,49.447599999999511
D1-1 / ,1198847.073734968900681,875770.894244059920311,Mach9_SignFace,206.871100000003935
M1-4 / INTERSTATE 405,1198864.722649797797203,875770.447394564747810,Mach9_SignFace,204.645300000003772
D3-1 / 40 AVE NE,1201202.530966311693192,890031.178715556859970,Mach9_SignFace,102.541100000002189
R5-10 / CITY VEHICLES ONLY,1197657.166009798645973,893069.312074974179268,Mach9_SignFace,208.088000000003376
M1-4 / 11,1201199.695342049002647,890031.592100560665131,Mach9_SignFace,103.418300000004820
D3-1 / BALLINGER WY NE,1195522.216539561748505,895284.203314483165741,Mach9_SignFace,317.525599999993574
D11-4 / ,1197180.572146728634834,893593.934385314583778,Mach9_SignFace,226.137400000006892
W7-1 / ,1200493.920506894588470,883066.639166980981827,Mach9_SignFace,177.845000000001164
R10-3e / Push Button Wait For Walk Signal,1199726.912198394536972,891004.551440730690956,Mach9_SignFace,129.817999999999302
R5-1 / DO NOT ENTER,1199666.006808385252953,890987.589860469102859,Mach9_SignFace,129.917600000000675
W8-8 / ROUGH ROAD,1193676.139194965362549,896499.095897808670998,Mach9_SignFace,302.399900000003981
R10-3e / Push Button Wait For Walk Signal,1196766.735375970602036,869939.484647065401077,Mach9_SignFace,175.483699999997043
R7-1 / NO PARKING ANY TIME,1195501.679179057478905,895240.026565566658974,Mach9_SignFace,304.012300000002142
"R10-3e / PUSH BUTTON
FOR
WALK SIGNAL",1195576.622598722577095,895250.455350473523140,Mach9_SignFace,298.975300000005518
R1-1 / STOP,1196262.331201061606407,894537.040766805410385,Mach9_SignFace,269.505399999994552
D3-1 / 23 AVE NE,1196263.434873387217522,894537.314388304948807,Mach9_SignFace,273.155400000003283
R5-1 / DO NOT ENTER,1190102.452772811055183,896620.740667641162872,Mach9_SignFace,307.419399999998859
W1-8R / ,1193767.002858385443687,896468.628110975027084,Mach9_SignFace,310.353600000002189
R10-3e / Push Button Wait For Walk Signal,1195822.682145968079567,867287.687129139900208,Mach9_SignFace,204.648499999995693
R7-1 / CUSTOMER PARKING ONLY,1208014.450741395354271,889202.682012975215912,Mach9_SignFace,63.290200000003097
R1-1 / STOP,1190078.714959383010864,896629.108761146664619,Mach9_SignFace,306.500499999994645
"D1-1 / CONDOMINIUM
For Sale
Contact Your Broker",1200549.834108978509903,883324.492981970310211,Mach9_SignFace,177.837100000004284
"R5-1a / ACE AUTO THE PROS
NO TURN AROUND
NO EXIT",1194014.843570053577423,863767.165298804640770,Mach9_SignFace,367.918099999995320
"R5-11 / NO TRESPASSING
NO CAMPING OR
OVERNIGHT PARKING",1199066.529004722833633,876414.553061723709106,Mach9_SignFace,201.501099999994040
R10-3e / Push Button Wait For Walk Signal,1184329.913136810064316,900861.204955726861954,Mach9_SignFace,372.614700000005541
R7-201a / ,1207467.436087384819984,889177.877272561192513,Mach9_SignFace,70.826000000000931
R2-1 / ,1183896.827060714364052,901441.879647389054298,Mach9_SignFace,363.056899999995949
D1-1 / SHERWIN WILLIAMS,1199294.838587477803230,877348.135840222239494,Mach9_SignFace,230.530799999993178
R10-3e / Push Button Wait For Walk Signal,1199070.007016137242317,876454.970631808042526,Mach9_SignFace,200.179799999998068
R10-3e / Push Button Wait For Walk Signal,1199053.849240049719810,876445.108774885535240,Mach9_SignFace,200.618900000001304
R7-9 / NO SMOKING OR OPEN FLAME PERMITTED WITHIN 25 FEET,1205346.535801634192467,889047.499252483248711,Mach9_SignFace,78.613200000007055
R7-8 / RESERVED PARKING,1182125.199698477983475,901465.250007480382919,Mach9_SignFace,332.698399999993853
R10-3e / Push Button Wait For Walk Signal,1181460.045845061540604,901530.517593473196030,Mach9_SignFace,321.993199999997159
R1-1 / STOP,1189765.549247130751610,896633.517216891050339,Mach9_SignFace,312.584799999996903
M1-4 / ,1196437.059526145458221,868534.229255482554436,Mach9_SignFace,154.167000000001281
W2-2 / ,1177784.035480558872223,909631.160184815526009,Mach9_SignFace,24.780899999997928
M1-4 / ,1179711.893501475453377,903484.893605977296829,Mach9_SignFace,287.896699999997509
R7-201a / PRIVATE PROPERTY UNAUTHORIZED VEHICLES WILL BE TOWED AWAY AT OWNER'S EXPENSE TOWING ENFORCED AT ALL TIMES WHITESIDE TOWING 555-555-5555,1212609.630527392029762,888565.027776479721069,Mach9_SignFace,43.897400000001653
"W11-3 / CAUTION
FERRY LOADING
INCLUDING
WHEN FLASHING",1177723.359420806169510,909705.763710141181946,Mach9_SignFace,19.770699999993667
R7-8bP / LOAD & UNLOAD ONLY,1177697.474630057811737,909673.546582981944084,Mach9_SignFace,14.664600000003702
R12-1 / WEIGHT LIMIT 5 TONS,1178039.161938801407814,909634.622120141983032,Mach9_SignFace,30.303100000004633
R7-8b / LOAD & UNLOAD ONLY,1177693.309612140059471,909669.043639227747917,Mach9_SignFace,14.616200000004028
R7-8a / LONG-TERM UNLOADING ONLY,1177707.852233976125717,909681.513102471828461,Mach9_SignFace,14.636100000003353
R7-8 / RESERVED PARKING ONLY,1177689.298137217760086,909664.662086308002472,Mach9_SignFace,14.566200000001118
R1-3P / ,1194310.925983130931854,864073.889750972390175,Mach9_SignFace,370.525699999998324
R10-3e / Push Button Wait For Walk Signal,1199090.630662560462952,876516.287438303232193,Mach9_SignFace,199.664000000004307
R61(CA) / WARNING 24 HOUR VIDEO SURVEILLANCE ALL CRIMES REPORTED TO POLICE,1199404.477147728204727,877850.181095972657204,Mach9_SignFace,228.901199999992969
R5-1 / DO NOT ENTER,1181741.604665145277977,901659.034724891185760,Mach9_SignFace,324.066600000005565
D1-1 / ,1195591.232477635145187,895398.626313969492912,Mach9_SignFace,316.350999999995111
D1-1 / MARY'S,1179646.978605061769485,903504.144551724195480,Mach9_SignFace,286.790800000002491
D11-4 / ,1207077.795462474226952,889203.814884722232819,Mach9_SignFace,69.062699999994948
R1-1 / STOP,1195479.075549721717834,865169.316365897655487,Mach9_SignFace,300.598899999997229
"R7-201a / NO PARKING
FIRE LANE
VEHICLE WILL BE TOWED AT OWNER'S EXPENSE",1184349.031208798289299,900987.260149806737900,Mach9_SignFace,374.245399999999790
R5-1 / DO NOT ENTER,1192830.283275142312050,896680.821912303566933,Mach9_SignFace,328.404599999994389
R2-1 / ,1188664.659716635942459,896875.291339635848999,Mach9_SignFace,350.860599999999977
R5-1 / DO NOT ENTER,1181717.286800384521484,901659.073766812682152,Mach9_SignFace,323.368199999997159
M1-4 / ,1181715.364560142159462,901660.238462641835213,Mach9_SignFace,321.927400000000489
D1-1 / ,1195116.895827889442444,895923.205645397305489,Mach9_SignFace,348.876900000002934
"D3-1 / 18211-18217
BALLINGER WAY NE",1201853.101843640208244,889578.539528980851173,Mach9_SignFace,105.896200000002864
W12-2 / 13'-6"",1178961.569542810320854,904932.510133311152458,Mach9_SignFace,172.164499999998952
D3-1 / FOREST PARK DRIVE,1198532.129482969641685,892140.762094810605049,Mach9_SignFace,191.689499999993131
R2-1 / ,1221658.717416048049927,889301.740869969129562,Mach9_SignFace,44.899300000004587
"R7-201a / PRIVATE PROPERTY
NEALY'S TOWING
NO PARK & RIDE PARKING
NO OVERNIGHT PARKING",1195117.969316557049751,895924.178740561008453,Mach9_SignFace,333.760299999994459
D1-1 / ,1212183.471274718642235,888694.177780643105507,Mach9_SignFace,51.990099999995437
R10-3e / Push Button Wait For Walk Signal,1198933.998101800680161,876336.653939306735992,Mach9_SignFace,202.341400000004796
R10-3e / Push Button Wait For Walk Signal,1195569.788622885942459,895395.501648306846619,Mach9_SignFace,302.256599999993341
R1-1a / ,1198207.695748642086983,892593.341570228338242,Mach9_SignFace,206.707500000004075
R2-1 / ,1197595.323613807559013,893254.588607311248779,Mach9_SignFace,212.065300000002026
R2-1 / ,1219942.406216144561768,889055.222662225365639,Mach9_SignFace,45.742899999997462
M1-4 / US,1219233.756058633327484,886587.854565471410751,Mach9_SignFace,91.106499999994412
R7-1 / NO PARKING ANY TIME,1219915.221559226512909,889038.161672726273537,Mach9_SignFace,45.546000000002095
R7-8 / RESERVED PARKING,1205608.265593141317368,889088.303632810711861,Mach9_SignFace,77.811600000000908
R10-3e / PUSH BUTTON FOR WALK SIGNAL,1197012.504569470882416,893873.484679222106934,Mach9_SignFace,229.913300000000163
R2-1 / ,1195313.217285633087158,895726.854003980755806,Mach9_SignFace,323.926500000001397
I1-1 / WELCOME TO,1197199.153146311640739,893731.607010230422020,Mach9_SignFace,223.075899999996182
R2-1 / ,1198437.089646801352501,892376.281308814883232,Mach9_SignFace,199.541700000001583
R10-18 / WARNING: YOU ARE BEING VIDEO AND AUDIO RECORDED,1197875.065836474299431,892992.474302142858505,Mach9_SignFace,218.020600000003469
R10-3e / ,1198130.584682390093803,892698.427974224090576,Mach9_SignFace,213.838499999998021
R7-8 / VAN ACCESSIBLE,1195313.345238134264946,895726.985237315297127,Mach9_SignFace,322.907800000000861
R5-1 / DO NOT ENTER,1199214.315454557538033,877821.142112061381340,Mach9_SignFace,221.443299999998999
R7-2 / NO PARKING ANY TIME,1196069.074369728565216,894748.773611053824425,Mach9_SignFace,279.465899999995600
R6-1 / ONE WAY,1219245.074605554342270,886645.019477397203445,Mach9_SignFace,82.800099999993108
"R5-1a / DO NOT ENTER
AUTHORIZED VEHICLES ONLY",1210541.167472720146179,889175.970124140381813,Mach9_SignFace,41.744099999996251
R5-1a / DO NOT ENTER,1210519.140285804867744,889179.184356555342674,Mach9_SignFace,42.110700000004726
"R7-8 / Accessible Entrance 
→",1210989.267298310995102,889031.053747311234474,Mach9_SignFace,45.172900000005029
D9-6 / Customer Parking,1211076.641139298677444,889011.221109807491302,Mach9_SignFace,40.605599999995320
R5-1 / DO NOT ENTER,1183941.371591061353683,901425.677251979708672,Mach9_SignFace,359.869500000000698
R2-1 / 10,1212121.758471637964249,888764.120226055383682,Mach9_SignFace,48.592199999999139
R2-1 / 10,1212121.824416384100914,888764.113336309790611,Mach9_SignFace,46.087400000003981
"R7-201a / WARNING
UNAUTHORIZED VEHICLES
WILL BE TOWED AWAY
AT OWNER'S EXPENSE",1199394.517850056290627,878139.452499061822891,Mach9_SignFace,234.188399999999092
"D11-1 / 372
522",1213717.270372465252876,888244.232158228754997,Mach9_SignFace,45.940000000002328
W14-1 / DEAD END,1203456.439516216516495,887495.144745647907257,Mach9_SignFace,40.672300000005635
R5-1 / DO NOT ENTER,1198912.062450140714645,876332.133935227990150,Mach9_SignFace,204.126699999993434
WALK/DONT WALK / ,1214002.480431973934174,888160.289412721991539,Mach9_SignFace,49.565700000006473
R3-9b / ,1217102.385649472475052,887027.524617895483971,Mach9_SignFace,81.704899999996996
R10-3e / Push Button Wait For Walk Signal,1192946.685601383447647,896646.538844391703606,Mach9_SignFace,321.225099999996019
"D3-1 / 80 CT NE
PRIVATE ROAD",1214276.461183220148087,888003.105343893170357,Mach9_SignFace,55.234800000005635
R5-1 / DO NOT ENTER,1193991.442042052745819,896505.709729731082916,Mach9_SignFace,311.969800000006217
I1-1 / WELCOME TO BOTHELL,1217136.830134391784668,887054.516033723950386,Mach9_SignFace,87.382199999992736
R7-1 / NO PARKING ANY TIME,1217132.708095386624336,887033.222441136837006,Mach9_SignFace,82.529299999994691
R1-1 / STOP,1199381.082181394100189,879228.912590473890305,Mach9_SignFace,240.874299999995856
R10-3e / Push Button Wait For Walk Signal,1183262.408710137009621,902031.812850728631020,Mach9_SignFace,347.406799999997020
 / ,1219231.789527133107185,886695.148642227053642,Mach9_SignFace,81.654699999999139
R2-1 / SPEED LIMIT 25,1198389.624846726655960,892406.511563315987587,Mach9_SignFace,201.857099999993807
R1-1 / STOP,1219341.465160802006721,886421.747942313551903,Mach9_SignFace,91.650699999998324
R10-3e / Push Button Wait For Walk Signal,1209956.716869965195656,889135.132279306650162,Mach9_SignFace,39.761199999993551
R10-3e / Push Button Wait For Walk Signal,1221771.354001805186272,889341.356932476162910,Mach9_SignFace,45.357699999993201
R10-3e / Push Button Wait For Walk Signal,1219929.069628641009331,889194.652501478791237,Mach9_SignFace,44.502200000002631
R7-201 / CUSTOMER & EMPLOYEE PARKING ONLY OTHERS WILL BE TOWED,1220981.606565549969673,889397.033658385276794,Mach9_SignFace,55.940799999996671
"R7-201aP / Customer Parking Only
All Others Will Be Towed
Owner's Expense",1221771.233267143368721,889341.509163141250610,Mach9_SignFace,43.746700000003329
R10-3e / Push Button Wait For Walk Signal,1219310.342519640922546,886319.090995386242867,Mach9_SignFace,80.743799999996554
D3-1 / ,1210869.363010555505753,889020.131196975708008,Mach9_SignFace,42.008900000000722
R10-3e / Push Button Wait For Walk Signal,1214841.401326298713684,887689.777230396866798,Mach9_SignFace,63.339399999997113
W1-8R / ,1194008.265827298164368,896655.822946563363075,Mach9_SignFace,319.990000000005239
EM-1a / (425) 578-5429,1181288.433327391743660,901706.884038642048836,Mach9_SignFace,317.484100000001490
W20-2a / DETOUR,1220090.703491717576981,889135.119484052062035,Mach9_SignFace,38.919399999998859
W11-2 / ,1199366.907997131347656,878353.423527806997299,Mach9_SignFace,244.956200000000536
R10-3e / Push Button Wait For Walk Signal,1177580.469942808151245,908621.733725979924202,Mach9_SignFace,14.040800000002491
R7-8 / ,1183489.452547386288643,902142.459282979369164,Mach9_SignFace,354.231700000003912
W16-7P / ,1199366.789230972528458,878353.381205052137375,Mach9_SignFace,242.879400000005262
R2-1 / ,1206955.486651971936226,889193.288002893328667,Mach9_SignFace,63.990799999999581
R10-3e / PUSH BUTTON FOR,1202950.835540547966957,888018.088581636548042,Mach9_SignFace,59.544099999999162
R7-1-1 / RESERVED PARKING unauthorized vehicles will be towed,1184681.817944809794426,899352.392684638500214,Mach9_SignFace,396.811400000005960
M1-4 / ,1197076.955227971076965,893869.223860979080200,Mach9_SignFace,227.723199999993085
D1-1 / ,1209942.239208638668060,889099.384975478053093,Mach9_SignFace,55.284499999994296
R2-1 / ,1221852.038879811763763,889355.592140227556229,Mach9_SignFace,44.058699999994133
D1-1 / Edmonds Passenger Terminal,1177874.966401055455208,909593.957503303885460,Mach9_SignFace,24.155599999998230
R7-201a / UNAUTHORIZED VEHICLES PARKED IN DESIGNATED SPACES WILL BE TOWED AWAY AT OWNER'S EXPENSE. GENE'S TOWING & RECOVERY 24 HOUR TOWING AND ROAD SERVICE,1198958.426530644297600,876448.441773474216461,Mach9_SignFace,205.331000000005588
M6-3 / ,1221851.983433723449707,889355.731903731822968,Mach9_SignFace,42.040099999998347
M2-2 / ,1198532.286634892225266,892141.430400565266609,Mach9_SignFace,189.343599999992875
OM-2 / ,1196329.690646395087242,894576.889112308621407,Mach9_SignFace,266.883400000006077
R3-2 / EXIT,1197220.992997631430626,872360.177312225103378,Mach9_SignFace,179.203899999993155
D3-1 / NE 77th St,1193326.816730886697769,862728.610289305448532,Mach9_SignFace,336.604999999995925
D3-1 / FOREST DRIVE,1198544.179655715823174,892140.273250639438629,Mach9_SignFace,190.664099999994505
R7-1 / ,1207992.999012634158134,889206.899852305650711,Mach9_SignFace,63.641799999997602
R3-2 / NO LEFT TURN,1177582.296382725238800,908225.869360223412514,Mach9_SignFace,19.794699999998556
R7-8 / Reserved Parking,1199932.648335471749306,882178.159972816705704,Mach9_SignFace,198.249500000005355
R5-1 / DO NOT ENTER,1194347.518101558089256,864062.613526806235313,Mach9_SignFace,367.891099999993457
D11-1 / ,1202907.381887301802635,888180.957022309303284,Mach9_SignFace,68.156099999992875
D3-1 / ,1200120.596122309565544,882852.088743060827255,Mach9_SignFace,184.275599999993574
D3-1 / 83RD PL NE,1215170.920680388808250,887495.488248899579048,Mach9_SignFace,71.463799999997718
R1-1 / STOP,1195812.214647218585014,865700.515106648206711,Mach9_SignFace,282.709400000007008
R10-3e / Push Button Wait For Walk Signal,1203476.705879881978035,887564.544213145971298,Mach9_SignFace,39.979000000006636
R1-2 / YIELD,1222416.837947055697441,889223.099623054265976,Mach9_SignFace,48.121499999993830
R2-1 / 35,1195625.389889642596245,865210.491808474063873,Mach9_SignFace,303.622099999993225
R9-3a / ,1195756.587789967656136,866613.160262972116470,Mach9_SignFace,234.293300000004820
I1-1 / Welcome to Lake Forest Park,1197202.672824308276176,893727.188711971044540,Mach9_SignFace,222.433799999998882
R9-3b / ← USE CROSSWALK,1195756.610427722334862,866613.328241646289825,Mach9_SignFace,232.727299999998650
R7-8 / RESERVED PARKING,1181606.347389727830887,901516.585206642746925,Mach9_SignFace,327.087899999998626
D1-1 / HITCHES,1209723.314121559262276,889275.547680899500847,Mach9_SignFace,44.227100000003702
D1-1 / EQUIPMENT RETURN,1209761.841275468468666,889283.222862392663956,Mach9_SignFace,42.507800000006682
R7-1 / ,1177557.596957057714462,909002.713935136795044,Mach9_SignFace,21.828999999997905
R10-3e / Push Button Wait For Walk Signal,1199244.160211130976677,880406.048031479120255,Mach9_SignFace,239.085800000000745
"R7-8 / CUSTOMER PARKING ONLY
9AM - 7PM
PERMIT ENFORCED",1208170.984220966696739,889210.011394649744034,Mach9_SignFace,58.771500000002561
R6-1 / ONE WAY,1179852.363692969083786,903424.054160729050636,Mach9_SignFace,290.233300000007148
R1-2 / YIELD,1179852.319073632359505,903424.272008061408997,Mach9_SignFace,292.917600000000675
R2-1 / 25,1219208.592395052313805,888517.124328970909119,Mach9_SignFace,77.133400000006077
R2-1 / ,1177840.303084552288055,909388.765984565019608,Mach9_SignFace,21.755099999994854
D1-1 / ,1199132.916339144110680,877107.719326302409172,Mach9_SignFace,238.395000000004075
W13-1P / 15 MPH,1196278.161878049373627,868317.522667899727821,Mach9_SignFace,167.206699999995180
R3-18bP / ,1196702.380845889449120,869698.375549226999283,Mach9_SignFace,175.115499999999884
D3-1 / NE 175 ST,1209021.189213469624519,889212.161980897188187,Mach9_SignFace,45.601800000004005
D3-1 / ,1209020.133441299200058,889211.887375146150589,Mach9_SignFace,46.211699999999837
R10-3e / Push Button Wait For Walk Signal,1198403.816747471690178,874877.055480554699898,Mach9_SignFace,194.771299999993062
R2-1 / ,1195835.055480808019638,865968.045411482453346,Mach9_SignFace,263.396999999997206
"R3-7 / RIGHT LANE
MUST
TURN RIGHT
EXCEPT BUSES",1202366.288153216242790,886933.142916887998581,Mach9_SignFace,42.364900000000489
R3-2 / ,1197221.156383141875267,872359.743257969617844,Mach9_SignFace,180.604099999996834
R7-201a / MARY'S 415-555-0000 NO PARK & RIDE PARKING NO OVERNIGHT PARKING,1194932.473952636122704,896118.978219732642174,Mach9_SignFace,332.622000000003027
R2-1 / ,1209774.718218222260475,889279.346229732036591,Mach9_SignFace,38.346000000005006
R7-0 / FUTURE RESIDENT PARKING,1199653.263067469000816,881655.179391473531723,Mach9_SignFace,224.629300000000512
R7-201aP / ,1219221.521174967288971,887256.565170302987099,Mach9_SignFace,60.830300000001444
D3-1 / SUNSET AVE,1178045.636991471052170,909522.964863136410713,Mach9_SignFace,41.694900000002235
"R8-2 / No Parking 
←",1196933.763257130980492,871569.493198052048683,Mach9_SignFace,185.831699999995180
D3-1 / Lake City Wy NE,1195158.415757969021797,864720.053812980651855,Mach9_SignFace,335.130799999998999
R7-302 / 2-6 AM,1195773.065775394439697,866213.998987808823586,Mach9_SignFace,250.341499999994994
R5-2 / LOCAL DELIVERY ONLY,1178039.962790220975876,909529.616096556186676,Mach9_SignFace,32.292199999996228
R5-2a / LOCAL DELIVERY ONLY,1178039.962790220975876,909529.516687303781509,Mach9_SignFace,30.801699999996345
R1-1 / STOP,1209185.133111298084259,889366.581947639584541,Mach9_SignFace,52.996299999998882
R10-3e / Push Button Wait For Walk Signal,1178024.741035893559456,909598.806574970483780,Mach9_SignFace,24.319799999997485
D3-1 / ,1209185.101287215948105,889366.751894816756248,Mach9_SignFace,56.769400000004680
D3-1 / AC,1209185.086851552128792,889366.636737555265427,Mach9_SignFace,54.874100000000908
S1-1 / ,1199707.382381811738014,891202.376176312565804,Mach9_SignFace,136.558600000003935
R7-8 / Customer Parking,1197196.881825387477875,872402.358658313751221,Mach9_SignFace,177.131999999997788
R10-3e / PUSH BUTTON WAIT FOR WALK SIGNAL,1197011.948796302080154,893873.600492641329765,Mach9_SignFace,229.910399999993388
D3-1 / ,1209185.072415888309479,889366.744348898530006,Mach9_SignFace,64.358600000006845
R7-1 / NO PARKING,1196737.741339474916458,869253.556556969881058,Mach9_SignFace,161.984100000001490
R2-1 / ,1219203.443783298134804,887734.463492721319199,Mach9_SignFace,55.547000000005937
R9-3a / ,1194510.242841720581055,896469.078241303563118,Mach9_SignFace,331.549799999993411
R2-1 / ,1195423.765949055552483,864973.921087399125099,Mach9_SignFace,310.790200000003097
R7-8 / ,1185561.510411143302917,898651.102420553565025,Mach9_SignFace,404.459499999997206
R7-8 / Van Accessible,1185567.703640222549438,898636.420363306999207,Mach9_SignFace,407.067399999999907
R7-8 / AM - PM,1196879.776816561818123,871558.234690397977829,Mach9_SignFace,186.302400000000489
W1-8L / ,1191723.162129804491997,861614.224394723773003,Mach9_SignFace,252.129199999995762
R10-3e / PUSH BUTTON WAIT FOR WALK SIGNAL,1184809.702859640121460,899463.219890803098679,Mach9_SignFace,387.027199999996810
I-2 / 331,1195430.750515133142471,895531.761874482035637,Mach9_SignFace,314.436600000000908
"R10-3e / PUSH BUTTON
WAIT FOR
WALK SIGNAL",1183323.290150061249733,902119.535116225481033,Mach9_SignFace,351.360000000000582
R1-1 / STOP,1196839.684048965573311,894032.413495227694511,Mach9_SignFace,240.019199999995180
D3-1 / FRANK SINATRA PLACE,1181835.960775643587112,901515.877202808856964,Mach9_SignFace,330.395399999993970
D3-1 / NE 178 ST,1202425.448796048760414,888697.860187977552414,Mach9_SignFace,78.821400000000722
D11-1 / BIKE ROUTE,1209020.099976807832718,889258.416809648275375,Mach9_SignFace,51.395099999994272
D3-1 / PARADISE,1179770.980653643608093,903424.662755310535431,Mach9_SignFace,292.913100000005215
W1-8R / ,1193995.587703049182892,896684.846838638186455,Mach9_SignFace,319.256399999998393
D3-1 / NE 190 ST,1198350.866722136735916,892372.427641972899437,Mach9_SignFace,203.237200000003213
R1-2 / YIELD,1209090.193996727466583,889224.386693969368935,Mach9_SignFace,44.003200000006473
"D1-1 / EDMONDS MARSH
WILDLIFE SANCTUARY
INTERPRETIVE SIGNS
BIRD VIEWING AREAS
<arrows>
EDMONDS PARKS & RECREATION",1177554.213761717081070,907469.065427646040916,Mach9_SignFace,18.451700000005076
R7-107 / Customer Parking,1197204.805037885904312,872420.017415642738342,Mach9_SignFace,177.021399999997811
"R10-3e / PUSH BUTTON
FOR
WALK SIGNAL",1210177.151140391826630,889248.718666315078735,Mach9_SignFace,41.301399999996647
"R7-23 / CUSTOMER PARKING ONLY
UNAUTHORIZED VEHICLES WILL BE TOWED AT VEHICLE OWNER'S EXPENSE
AM - PM",1202967.993970811367035,887253.646869063377380,Mach9_SignFace,38.965299999996205
W1-6R / ,1200287.530827805399895,890991.257832139730453,Mach9_SignFace,149.681500000006054
R7-1 / MARY'S PIZZA SHACK CUSTOMER PARKING NO PUBLIC PARKING NO EMPLOYEE PARKING,1194785.153709217905998,896274.303696483373642,Mach9_SignFace,335.838099999993574
M4-4 / TRUCK ROUTE,1200193.991972893476486,882540.328539803624153,Mach9_SignFace,186.271699999997509
D1-1 / ,1199727.226174131035805,881882.141535982489586,Mach9_SignFace,215.556500000006054
R9-3a / ,1194295.998847633600235,863956.726599469780922,Mach9_SignFace,368.816200000001118
M6-1 / ,1200193.899125307798386,882540.108723983168602,Mach9_SignFace,185.080700000005891
R9-3b / USE CROSSWALK,1194296.059543058276176,863956.777780473232269,Mach9_SignFace,367.270399999993970
R5-6 / NO TRESPASSING,1197507.872017055749893,872672.444404229521751,Mach9_SignFace,178.649000000004889
D1-1b / ,1192161.185531973838806,896578.959911316633224,Mach9_SignFace,345.942699999999604
R5-1 / DO NOT ENTER,1193009.710081636905670,896655.888891309499741,Mach9_SignFace,327.742899999997462
W11-2 / ,1196767.047711297869682,869952.241183221340179,Mach9_SignFace,184.318599999998696
E5-1 / EXIT,1193153.775410309433937,896641.964378476142883,Mach9_SignFace,319.916800000006333
"MUTCD-CUSTOM / NO-IDLE ZONE
WAITING?
PLEASE TURN OFF ENGINE",1178728.002424642443657,905132.131453230977058,Mach9_SignFace,168.848299999997835
D3-1 / 522 NE BOTHELL WAY,1213946.554034635424614,888069.839462399482727,Mach9_SignFace,55.600300000005518
D3-1 / 19 AVE NE,1195582.251852557063103,895256.535062730312347,Mach9_SignFace,315.152400000006310
R9-3a / USE CROSSWALK,1194446.177024975419044,864040.814029723405838,Mach9_SignFace,366.762499999997090
R7-1 / NO PARKING ANY TIME,1196177.760175973176956,894626.482188969850540,Mach9_SignFace,272.839999999996508
"R3-11b / RIGHT LANE
[bus symbol]
ONLY",1201927.072824299335480,886692.888148054480553,Mach9_SignFace,55.436900000000605
D3-1 / ,1195584.376192137598991,895258.775871887803078,Mach9_SignFace,315.032699999996112
R7-1 / NO PARKING ANY TIME,1196835.333335891366005,893956.223358899354935,Mach9_SignFace,240.424299999998766
D10-1 / MILE 6,1204086.727953806519508,888079.992657303810120,Mach9_SignFace,58.444799999997485
